"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Nov 24 21:33:36 KST 2020","Tue Nov 24 21:33:45 KST 2020","9044","","","","","","사용자 목록 페이지에서 [2단계 설정 필요없고, 비활성]상태인 사용자의 [더보기]메뉴를 확인한다",""
"passed","Wed Nov 25 00:27:56 KST 2020","Wed Nov 25 00:28:09 KST 2020","13455","","","","","","그룹 상세 페이지에서 [이름]을 부분 입력하고 사용자를 [검색]한다",""
"passed","Wed Nov 25 00:36:24 KST 2020","Wed Nov 25 00:36:36 KST 2020","12012","","","","","","[그룹 삭제]팝업에서 그룹 삭제를 [취소]한다",""
"passed","Tue Nov 24 23:50:11 KST 2020","Tue Nov 24 23:50:20 KST 2020","8642","","","","","","사용자 상세 페이지에서 [활성] 상태인 사용자를 [비활성]으로 변경을 시도한다",""
"passed","Tue Nov 24 23:47:18 KST 2020","Tue Nov 24 23:47:31 KST 2020","13159","","","","","","사용자 상세 페이지에서 [주소유자]인 사용자의 [더보기] 메뉴를 확인한다",""
"passed","Tue Nov 24 23:51:25 KST 2020","Tue Nov 24 23:51:35 KST 2020","10522","","","","","","사용자 상세 페이지에서 변경한 [성]이 반영되었는지 화면을 새로고침하여 확인한다",""
"passed","Tue Nov 24 22:01:40 KST 2020","Tue Nov 24 22:01:50 KST 2020","9431","","","","","","[그룹 추가]팝업에서 [그룹 설명]을 입력하지 않고 그룹을 [추가]한다",""
"passed","Tue Nov 24 23:43:55 KST 2020","Tue Nov 24 23:44:04 KST 2020","8791","","","","","","사용자 상세 페이지에서 [대기] 상태인 사용자의 [더보기] 메뉴를 확인한다",""
"passed","Wed Nov 25 00:33:14 KST 2020","Wed Nov 25 00:33:22 KST 2020","8184","","","","","","그룹 상세 페이지에서 사용자의 [이름]을 확인한다",""
"passed","Tue Nov 24 22:06:21 KST 2020","Tue Nov 24 22:06:29 KST 2020","8059","","","","","","그룹 목록 페이지에서 [그룹 이름]을 전체 [검색]한다",""
"passed","Tue Nov 24 21:22:51 KST 2020","Tue Nov 24 21:22:59 KST 2020","8101","","","","","","메가존 어드민 페이지에서 그룹 페이지로 이동한다",""
"passed","Tue Nov 24 23:47:09 KST 2020","Tue Nov 24 23:47:18 KST 2020","8989","","","","","","사용자 상세 페이지에서 MFA 인증하고, 비활성화 상태인 사용자의 더보기 메뉴를 확인한다",""
"passed","Tue Nov 24 21:24:40 KST 2020","Tue Nov 24 21:24:47 KST 2020","7656","","","","","","[사용자 추가]팝업에서 출력요소를 확인한다",""
"passed","Tue Nov 24 23:53:52 KST 2020","Tue Nov 24 23:54:08 KST 2020","16500","","","","","","사용자 상세 페이지에서 변경한 [전화번호]가 반영되었는지 화면을 새로고침하여 확인한다",""
"passed","Tue Nov 24 23:45:45 KST 2020","Tue Nov 24 23:45:54 KST 2020","8798","","","","","","사용자 상세 페이지에서 [2단계 설정 필요없고, 활성]상태인 사용자의 [더보기] 메뉴를 확인한다",""
"passed","Tue Nov 24 23:53:29 KST 2020","Tue Nov 24 23:53:39 KST 2020","9741","","","","","","사용자 상세 페이지에서 [전화번호]를 입력하지 않고 [저장]을 시도한다",""
"passed","Tue Nov 24 21:31:50 KST 2020","Tue Nov 24 21:31:58 KST 2020","7856","","","","","","사용자 목록 페이지에서 프로필 이미지를 등록한 사용자의 프로필 이미지를 확인한다",""
"passed","Tue Nov 24 23:49:07 KST 2020","Tue Nov 24 23:49:27 KST 2020","19490","","","","","","사용자 상세 페이지에서 프로필 이미지를 삭제한다",""
"passed","Tue Nov 24 21:32:07 KST 2020","Tue Nov 24 21:32:22 KST 2020","15109","","","","","","사용자 목록 페이지에서 사용자의 [아이디]를 확인한다",""
"passed","Wed Nov 25 00:25:35 KST 2020","Wed Nov 25 00:25:45 KST 2020","9830","","","","","","생성한 그룹 상세 페이지에서 [더보기] 메뉴를 확인한다",""
"passed","Tue Nov 24 23:50:41 KST 2020","Tue Nov 24 23:50:50 KST 2020","9259","","","","","","사용자 상세 페이지에서 주소유자의 상태를 비활성화하지 못한다",""
"passed","Tue Nov 24 21:26:47 KST 2020","Tue Nov 24 21:27:01 KST 2020","13987","","","","","","[사용자 추가]팝업에서 부서를 입력하지 않고 사용자2 [추가]를 시도한다",""
"passed","Tue Nov 24 23:50:50 KST 2020","Tue Nov 24 23:51:00 KST 2020","9696","","","","","","사용자 상세 페이지에서 사용자의 [성]을 확인한다",""
"passed","Wed Nov 25 00:34:04 KST 2020","Wed Nov 25 00:34:13 KST 2020","8675","","","","","","그룹 상세 페이지에서 [활성] 상태인 사용자의 [상태]를 확인한다",""
"passed","Wed Nov 25 00:25:13 KST 2020","Wed Nov 25 00:25:27 KST 2020","14344","","","","","","그룹 상세 페이지에서 그룹 [타이틀]을 확인한다",""
"passed","Wed Nov 25 00:26:09 KST 2020","Wed Nov 25 00:26:20 KST 2020","11192","","","","","","생성한 그룹 상세 페이지에서 그룹의 [이름]을 입력하지 않고 [저장]을 시도한다",""
"passed","Wed Nov 25 00:28:53 KST 2020","Wed Nov 25 00:29:02 KST 2020","8519","","","","","","생성한 그룹 상세 페이지에서 [그룹 사용자 추가]팝업으로 이동한다",""
"passed","Tue Nov 24 21:33:45 KST 2020","Tue Nov 24 21:33:53 KST 2020","8150","","","","","","사용자 목록 페이지에서 [MFA 인증하고, 비활성화 상태인 사용자]의 [더보기]메뉴를 확인한다",""
"passed","Tue Nov 24 23:47:00 KST 2020","Tue Nov 24 23:47:09 KST 2020","8805","","","","","","사용자 상세 페이지에서 [2단계 설정 필요없고, 비활성화 상태인 사용자]의 [더보기] 메뉴를 확인한다",""
"passed","Wed Nov 25 00:33:04 KST 2020","Wed Nov 25 00:33:14 KST 2020","9395","","","","","","그룹 상세 페이지에서 프로필 이미지를 등록한 사용자의 프로필 이미지를 확인한다",""
